Problem,Provider,OperationKind,Operation,Disposition,Status,gemm_kind,m,n,k,A,B,C,D,alpha,beta,split_k_mode,split_k_slices,batch_count,raster_order,runtime_input_datatype_a,runtime_input_datatype_b,use_pdl,enable_sm90_mixed_dtype_shuffle_test,swizzle_size,op_class,accum,cta_m,cta_n,cta_k,cluster_m,cluster_n,cluster_k,cluster_m_fallback,cluster_n_fallback,cluster_k_fallback,stages,warps_m,warps_n,warps_k,inst_m,inst_n,inst_k,min_cc,max_cc,Bytes,Flops,Flops/Byte,Runtime,GB/s,GFLOPs
1,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,1,16,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,68,34,0,0.00483328,0.0131029,0.00703456
257,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,1,32,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,132,66,0,0.00467968,0.0262699,0.0141035
513,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,1,64,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,260,130,0,0.00504832,0.0479652,0.0257511
769,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,1,128,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,516,258,0,0.0059904,0.0802221,0.0430689
1025,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,1,256,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,1028,514,0,0.00794624,0.120485,0.0646847
1281,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,1,512,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,2052,1026,0,0.0125235,0.152599,0.0819258
1537,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,1,1024,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,4100,2050,0,0.0205312,0.185981,0.099848
1793,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,1,2048,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,8196,4098,0,0.0364954,0.209153,0.112288
2049,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,1,4096,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,16388,8194,0,0.0681984,0.223796,0.120149
257,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,1,8192,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,32772,16386,0,0.13652,0.223567,0.120027
513,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,1,12288,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,49156,24578,0,0.19841,0.230735,0.123875
769,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,1,16384,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,65540,32770,0,0.265728,0.229704,0.123322
17,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,2,16,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,104,68,0,0.00439296,0.0220484,0.0154793
273,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,2,32,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,200,132,0,0.00497664,0.0374278,0.0265239
529,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,2,64,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,392,260,0,0.00505856,0.0721704,0.051398
785,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,2,128,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,776,516,0,0.00642048,0.112563,0.0803678
1041,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,2,256,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,1544,1028,0,0.00835584,0.172091,0.123028
1297,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,2,512,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,3080,2052,0,0.0121344,0.236392,0.169106
1553,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,2,1024,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,6152,4100,0,0.0209306,0.273738,0.195886
1809,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,2,2048,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,12296,8196,0,0.03712,0.308501,0.220797
2065,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,2,4096,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,24584,16388,0,0.0722125,0.317059,0.226941
273,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,2,8192,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,49160,32772,0,0.136212,0.336121,0.240595
529,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,2,12288,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,73736,49156,0,0.207964,0.330211,0.236368
785,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,2,16384,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,98312,65540,0,0.268841,0.340574,0.243787
33,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,4,16,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,176,136,0,0.00451584,0.0362973,0.0301162
289,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,4,32,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,336,264,0,0.00461824,0.0677584,0.0571646
545,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,4,64,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,656,520,0,0.00493568,0.123782,0.105355
801,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,4,128,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,1296,1032,0,0.00635904,0.189808,0.162289
1057,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,4,256,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,2576,2056,0,0.00848896,0.282613,0.242197
1313,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,4,512,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,5136,4104,0,0.012329,0.387971,0.332875
1569,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,4,1024,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,10256,8200,0,0.0213299,0.447805,0.384437
1825,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,4,2048,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,20496,16392,0,0.0392909,0.485822,0.417196
33,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,4,4096,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,40976,32776,0,0.0741171,0.514886,0.442219
289,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,4,8192,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,81936,65544,0,0.139663,0.546377,0.4693
545,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,4,12288,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,122896,98312,0,0.213514,0.536057,0.460447
801,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,4,16384,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,163856,131080,0,0.273725,0.557503,0.478874
49,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,8,16,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,320,272,0,0.00494592,0.0602564,0.0549948
305,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,8,32,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,608,528,0,0.004864,0.116415,0.108553
561,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,8,64,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,1184,1040,0,0.00544768,0.202414,0.190907
817,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,8,128,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,2336,2064,0,0.006144,0.354097,0.335937
1073,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,8,256,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,4640,4112,0,0.00858112,0.503587,0.479192
1329,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,8,512,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,9248,8208,0,0.0129843,0.663329,0.632147
1585,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,8,1024,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,18464,16400,0,0.0226202,0.760204,0.725017
1841,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,8,2048,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,36896,32784,0,0.0406835,0.844619,0.80583
2097,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,8,4096,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,73760,65552,0,0.0768,0.894458,0.853542
305,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,8,8192,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,147488,131088,0,0.143493,0.957251,0.913549
561,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,8,12288,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,221216,196624,0,0.222249,0.926994,0.884702
817,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,8,16384,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,294944,262160,0,0.292751,0.938298,0.895504
65,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,16,16,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,608,544,0,0.00484352,0.116908,0.112315
321,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,16,32,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,1152,1056,0,0.00446464,0.240307,0.236525
577,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,16,64,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,2240,2080,0,0.00551936,0.377972,0.376855
833,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,16,128,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,4416,4128,0,0.00631808,0.650945,0.653363
1089,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,16,256,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,8768,8224,0,0.0091648,0.891,0.897346
1345,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,16,512,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,17472,16416,0,0.0143667,1.13262,1.14264
1601,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,16,1024,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,34880,32800,0,0.0244429,1.329,1.3419
1857,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,16,2048,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,69696,65568,0,0.0449843,1.44294,1.45757
2113,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,16,4096,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,139328,131104,0,0.0854835,1.51795,1.53368
321,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,16,8192,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,278592,262176,0,0.166523,1.5581,1.57441
577,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,16,12288,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,417856,393248,0,0.250941,1.55079,1.56709
833,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,16,16384,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,557120,524320,0,0.330578,1.56955,1.58607
81,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,32,16,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,1184,1088,0,0.0049664,0.222029,0.219072
337,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,32,32,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,2240,2112,0,0.00497664,0.419191,0.424383
593,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,32,64,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,4352,4160,0,0.0053248,0.761177,0.78125
849,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,32,128,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,8576,8256,0,0.00672768,1.18719,1.22717
1105,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,32,256,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,17024,16448,0,0.00973824,1.6281,1.68901
1361,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,32,512,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,33920,32832,0,0.0159232,1.98393,2.0619
1617,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,32,1024,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,67712,65600,0,0.0276173,2.28342,2.37532
1873,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,32,2048,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,135296,131136,0,0.050391,2.50053,2.60237
2129,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,32,4096,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,270464,262208,0,0.0968192,2.60165,2.70822
337,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,32,8192,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,540800,524352,0,0.190157,2.64865,2.75747
593,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,32,12288,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,811136,786496,0,0.288522,2.61827,2.72595
849,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,32,16384,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,1081472,1048640,0,0.376474,2.67535,2.78543
97,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,64,16,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,2336,2176,0,0.00513024,0.424068,0.424152
353,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,64,32,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,4416,4224,0,0.00462848,0.888568,0.912611
609,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,64,64,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,8576,8320,0,0.00594944,1.34248,1.39845
865,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align1,passed,success,universal,1,64,128,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,16896,16512,0,0.00782336,2.01136,2.1106
