Problem,Provider,OperationKind,Operation,Disposition,Status,gemm_kind,m,n,k,A,B,C,D,alpha,beta,split_k_mode,split_k_slices,batch_count,raster_order,runtime_input_datatype_a,runtime_input_datatype_b,use_pdl,enable_sm90_mixed_dtype_shuffle_test,swizzle_size,op_class,accum,cta_m,cta_n,cta_k,cluster_m,cluster_n,cluster_k,cluster_m_fallback,cluster_n_fallback,cluster_k_fallback,stages,warps_m,warps_n,warps_k,inst_m,inst_n,inst_k,min_cc,max_cc,Bytes,Flops,Flops/Byte,Runtime,GB/s,GFLOPs
1498,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_128x128_32x4_nn_align8,passed,success,universal,512,8192,512,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,128,128,32,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,25690112,4303355904,167,0.0352358,679.018,122130.0
1754,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_128x128_32x5_nn_align8,passed,success,universal,512,8192,1024,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,128,128,32,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,34603008,8598323200,248,0.0532378,605.333,161508.0
2010,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_128x128_32x5_nn_align8,passed,success,universal,512,8192,2048,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,128,128,32,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,52428800,17188257792,327,0.0904192,540.019,190095.0
218,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_128x128_32x5_nn_align8,passed,success,universal,512,8192,4096,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,128,128,32,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,88080384,34368126976,390,0.16384,500.679,209766.0
474,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_128x128_32x4_nn_align8,passed,success,universal,512,8192,8192,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,128,128,32,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,159383552,68727865344,431,0.319355,464.804,215208.0
730,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_128x128_32x5_nn_align8,passed,success,universal,512,8192,12288,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,128,128,32,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,230686720,103087603712,446,0.481464,446.23,214113.0
986,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_128x128_32x5_nn_align8,passed,success,universal,512,8192,16384,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,128,128,32,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,301989888,137447342080,455,0.665969,422.317,206387.0
234,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x128_32x6_nn_align8,passed,success,universal,512,12288,16,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,128,32,1,1,1,0,0,0,6,2,2,1,16,8,16,80,1024,25575424,213909504,8,0.0222618,1069.95,9608.83
490,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,512,12288,32,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,25985024,415236096,15,0.0228762,1057.89,18151.5
746,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x128_64x3_nn_align8,passed,success,universal,512,12288,64,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,128,64,1,1,1,0,0,0,3,2,2,1,16,8,16,80,1024,26804224,817889280,30,0.0247398,1009.04,33059.6
1002,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x128_32x6_nn_align8,passed,success,universal,512,12288,128,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,128,32,1,1,1,0,0,0,6,2,2,1,16,8,16,80,1024,28442624,1623195648,57,0.0284262,931.859,57102.0
1258,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_128x128_32x4_nn_align8,passed,success,universal,512,12288,256,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,128,128,32,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,31719424,3233808384,101,0.035328,836.193,91536.7
1514,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_128x128_32x4_nn_align8,passed,success,universal,512,12288,512,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,128,128,32,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,38273024,6455033856,168,0.0463667,768.752,139217.0
1770,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_128x128_32x4_nn_align8,passed,success,universal,512,12288,1024,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,128,128,32,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,51380224,12897484800,251,0.0690278,693.221,186845.0
2026,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_128x128_32x4_nn_align8,passed,success,universal,512,12288,2048,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,128,128,32,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,77594624,25782386688,332,0.117688,614.042,219073.0
234,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_128x256_64x3_nn_align8,passed,success,universal,512,12288,4096,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,128,256,64,1,1,1,0,0,0,3,2,4,1,16,8,16,80,1024,130023424,51552190464,396,0.216525,559.26,238089.0
490,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_128x256_32x3_nn_align8,passed,success,universal,512,12288,8192,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,128,256,32,1,1,1,0,0,0,3,2,4,1,16,8,16,80,1024,234881024,103091798016,438,0.427325,511.905,241249.0
746,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_128x256_32x3_nn_align8,passed,success,universal,512,12288,12288,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,128,256,32,1,1,1,0,0,0,3,2,4,1,16,8,16,80,1024,339738624,154631405568,455,0.664515,476.146,232698.0
1002,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_128x256_64x3_nn_align8,passed,success,universal,512,12288,16384,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,128,256,64,1,1,1,0,0,0,3,2,4,1,16,8,16,80,1024,444596224,206171013120,463,0.906578,456.731,227417.0
250,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x128_32x6_nn_align8,passed,success,universal,512,16384,16,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,128,32,1,1,1,0,0,0,6,2,2,1,16,8,16,80,1024,34095104,285212672,8,0.0282317,1124.75,10102.6
506,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x128_32x6_nn_align8,passed,success,universal,512,16384,32,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,128,32,1,1,1,0,0,0,6,2,2,1,16,8,16,80,1024,34635776,553648128,15,0.0292045,1104.53,18957.6
762,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x128_64x3_nn_align8,passed,success,universal,512,16384,64,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,128,64,1,1,1,0,0,0,3,2,2,1,16,8,16,80,1024,35717120,1090519040,30,0.0314163,1058.82,34711.9
1018,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x128_32x6_nn_align8,passed,success,universal,512,16384,128,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,128,32,1,1,1,0,0,0,6,2,2,1,16,8,16,80,1024,37879808,2164260864,57,0.0359322,981.804,60231.9
1274,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_128x128_32x4_nn_align8,passed,success,universal,512,16384,256,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,128,128,32,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,42205184,4311744512,102,0.0457523,859.118,94241.0
1530,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_128x128_32x4_nn_align8,passed,success,universal,512,16384,512,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,128,128,32,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,50855936,8606711808,169,0.059095,801.476,145642.0
1786,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_128x128_32x4_nn_align8,passed,success,universal,512,16384,1024,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,128,128,32,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,68157440,17196646400,252,0.0860467,737.699,199852.0
2042,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_128x128_32x4_nn_align8,passed,success,universal,512,16384,2048,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,128,128,32,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,102760448,34376515584,334,0.148756,643.354,231093.0
250,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_128x128_32x5_nn_align8,passed,success,universal,512,16384,4096,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,128,128,32,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,171966464,68736253952,399,0.27391,584.704,250945.0
506,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_128x128_32x4_nn_align8,passed,success,universal,512,16384,8192,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,128,128,32,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,310378496,137455730688,442,0.583342,495.528,235635.0
762,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_128x128_32x4_nn_align8,passed,success,universal,512,16384,12288,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,128,128,32,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,448790528,206175207424,459,0.911002,458.801,226317.0
1018,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_128x128_64x3_nn_align8,passed,success,universal,512,16384,16384,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,128,128,64,1,1,1,0,0,0,3,2,2,1,16,8,16,80,1024,587202560,274894684160,468,1.23854,441.549,221951.0
11,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,1024,1,16,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,36896,34816,0,0.00474112,7.24767,7.34341
267,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,1024,1,32,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,69696,67584,0,0.00470016,13.8101,14.3791
523,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_32x10_nn_align8,passed,success,universal,1024,1,64,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,10,2,2,1,16,8,16,80,1024,135296,133120,0,0.0050176,25.1124,26.5306
779,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,1,128,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,266496,264192,0,0.00543744,45.6453,48.5876
1035,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,1,256,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,528896,526336,0,0.00622592,79.1165,84.5395
1291,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,1,512,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,1053696,1050624,0,0.00726016,135.167,144.711
1547,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,1,1024,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,2103296,2099200,0,0.0096256,203.504,218.085
1803,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,1,2048,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,4202496,4196352,0,0.014295,273.793,293.553
11,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,1,4096,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,8400896,8390656,0,0.0238592,327.921,351.674
267,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,1,8192,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,16797696,16779264,0,0.0429261,364.442,390.887
523,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,1,12288,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,25194496,25167872,0,0.0621056,377.811,405.243
779,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,1,16384,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,33591296,33556480,0,0.081408,384.291,412.201
27,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,1024,2,16,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,41024,69632,1,0.00467968,8.16436,14.8797
283,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,1024,2,32,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,73856,135168,1,0.00474112,14.5079,28.5097
539,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_32x10_nn_align8,passed,success,universal,1024,2,64,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,10,2,2,1,16,8,16,80,1024,139520,266240,1,0.00514048,25.2774,51.7928
795,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_32x10_nn_align8,passed,success,universal,1024,2,128,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,10,2,2,1,16,8,16,80,1024,270848,528384,1,0.00551936,45.7022,95.7328
1051,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,2,256,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,533504,1052672,1,0.00615424,80.7353,171.048
1307,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,2,512,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,1058816,2101248,1,0.0072704,135.632,289.014
1563,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,2,1024,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,2109440,4198400,1,0.00958464,204.971,438.034
1819,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,2,2048,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,4210688,8392704,1,0.0142643,274.917,588.37
2075,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,2,4096,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,8413184,16781312,1,0.0237978,329.249,705.164
283,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,2,8192,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,16818176,33558528,1,0.0428134,365.847,783.832
539,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,2,12288,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,25223168,50335744,1,0.0619725,379.054,812.227
795,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,2,16384,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,33628160,67112960,1,0.0814592,384.471,823.884
43,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,1024,4,16,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,49280,139264,2,0.0046592,9.85053,29.8901
299,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,1024,4,32,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,82176,270336,3,0.00484352,15.801,55.814
555,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_32x10_nn_align8,passed,success,universal,1024,4,64,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,10,2,2,1,16,8,16,80,1024,147968,532480,3,0.00502784,27.4086,105.906
811,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_32x10_nn_align8,passed,success,universal,1024,4,128,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,10,2,2,1,16,8,16,80,1024,279552,1056768,3,0.00543744,47.8816,194.35
1067,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,4,256,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,542720,2105344,3,0.00615424,82.1299,342.097
1323,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,4,512,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,1069056,4202496,3,0.0073216,135.986,573.986
1579,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,4,1024,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,2121728,8396800,3,0.00960512,205.725,874.2
1835,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,4,2048,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,4227072,16785408,3,0.0142336,276.583,1179.28
43,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,4,4096,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,8437760,33562624,3,0.0238182,329.927,1409.11
299,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,4,8192,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,16859136,67117056,3,0.0428749,366.212,1565.42
555,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,4,12288,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,25280512,100671488,3,0.0619418,380.104,1625.26
811,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,4,16384,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,33701888,134225920,3,0.0816435,384.444,1644.05
59,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,1024,8,16,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,65792,278528,4,0.00480256,12.7585,57.9957
315,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_64x64_32x2_nn_align8,passed,success,universal,1024,8,32,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,32,1,1,1,0,0,0,2,2,2,1,16,8,8,75,1024,98816,540672,5,0.0047616,19.3274,113.548
571,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,8,64,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,164864,1064960,6,0.00514048,29.8691,207.171
827,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,8,128,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,296960,2113536,7,0.00540672,51.1522,390.909
1083,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,8,256,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,561152,4210688,7,0.00618496,84.4975,680.795
1339,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,8,512,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,1089536,8404992,7,0.00730112,138.98,1151.19
1595,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,8,1024,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,2146304,16793600,7,0.00958464,208.553,1752.14
1851,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_64x64_64x5_nn_align8,passed,success,universal,1024,8,2048,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,False,False,1,tensorop,f32,64,64,64,1,1,1,0,0,0,5,2,2,1,16,8,16,80,1024,4259840,33570816,7,0.0144282,274.968,2326.76
