x,Ij1.5,Ij2,Ij4
0.5151515151515152,1.0792079207920793,1.1237113402061856,1.1978021978021978
0.5252525252525253,1.0765472312703583,1.1193903471634208,1.1904547501125617
0.5353535353535354,1.0739549839228295,1.1151919866444073,1.183348095659876
0.5454545454545455,1.0714285714285714,1.1111111111111112,1.1764705882352942
0.5555555555555556,1.0689655172413794,1.107142857142857,1.169811320754717
0.5656565656565657,1.0665634674922602,1.1032826261008806,1.1633600675390459
0.5757575757575758,1.0642201834862386,1.099526066350711,1.1571072319201994
0.5858585858585859,1.0619335347432024,1.0958690568978955,1.1510437986082687
0.595959595959596,1.0597014925373136,1.0923076923076924,1.1451612903225805
0.6060606060606061,1.0575221238938053,1.0888382687927107,1.1394517282479142
0.6161616161616162,1.055393586005831,1.0854572713643178,1.133907595927956
0.6262626262626263,1.053314121037464,1.082161361954108,1.128521806252412
0.6363636363636365,1.0512820512820513,1.0789473684210527,1.1232876712328768
0.6464646464646465,1.0492957746478873,1.0758122743682308,1.1181988742964353
0.6565656565656566,1.0473537604456826,1.072753209700428,1.1132494448556625
0.6666666666666667,1.0454545454545454,1.0697674418604652,1.108433734939759
0.6767676767676768,1.0435967302452316,1.0668523676880222,1.1037463976945245
0.686868686868687,1.04177897574124,1.0640055058499656,1.099182367579097
0.696969696969697,1.04,1.0612244897959184,1.0947368421052632
0.7070707070707072,1.0382585751978892,1.058507061197041,1.090405264980949
0.7171717171717172,1.0365535248041775,1.055851063829787,1.086183310533516
0.7272727272727273,1.0348837209302326,1.0532544378698225,1.0820668693009117
0.7373737373737375,1.0332480818414322,1.0507152145643692,1.078052034689793
0.7474747474747475,1.0316455696202531,1.0482315112540193,1.074135090609555
0.7575757575757577,1.0300751879699248,1.0458015267175573,1.0703125
0.7676767676767677,1.0285359801488834,1.043423536815607,1.0665808941781922
0.7777777777777778,1.0270270270270272,1.0410958904109588,1.062937062937063
0.787878787878788,1.0255474452554743,1.0388170055452866,1.05937794533459
0.797979797979798,1.0240963855421688,1.0365853658536586,1.0559006211180124
0.8080808080808082,1.0226730310262528,1.0343995171997584,1.052502302732576
0.8181818181818182,1.021276595744681,1.032258064516129,1.0491803278688525
0.8282828282828284,1.0199063231850118,1.030159668835009,1.0459321525067546
0.8383838383838385,1.0185614849187934,1.0281030444964872,1.0427553444180524
0.8484848484848485,1.017241379310345,1.0260869565217392,1.0396475770925109
0.8585858585858587,1.0159453302961277,1.024110218140069,1.0366066240557814
0.8686868686868687,1.0146726862302484,1.022171688459352,1.0336303535498708
0.8787878787878789,1.0134228187919463,1.0202702702702702,1.030716723549488
0.888888888888889,1.0121951219512195,1.0184049079754602,1.0278637770897832
0.8989898989898991,1.010989010989011,1.016574585635359,1.0250696378830084
0.9090909090909092,1.0098039215686274,1.0147783251231528,1.0223325062034738
0.9191919191919192,1.0086393088552916,1.0130151843817787,1.019650655021834
0.9292929292929294,1.0074946466809422,1.0112842557764643,1.0170224263712508
0.9393939393939394,1.0063694267515924,1.0095846645367412,1.014446227929374
0.9494949494949496,1.0052631578947369,1.007915567282322,1.0119205298013245
0.9595959595959597,1.0041753653444676,1.006276150627615,1.0094438614900316
0.9696969696969697,1.0031055900621118,1.0046656298600312,1.0070148090413094
0.9797979797979799,1.002053388090349,1.0030832476875642,1.004632012352033
0.98989898989899,1.0010183299389002,1.0015282730514519,1.0022941626306399
1.0,1.0,1.0,1.0
